instance,n_customers,coverage,coverage_pct,omega,placement_seed,solver_seed,base_tabu_tenure,max_iter,shake_tenure,shake_iter,shake_steps,opt_iter,phi,use_candidate_lists,use_extended_operators,best_cost,vehicles,iterations_done,moves_generated,moves_evaluated,moves_skipped_validity,moves_skipped_tabu,shakes,solver_time_sec,candidate_pairs,selected_arcs,applied_arcs,total_reduction,frvcp_calls,frvcp_total_time_sec,frvcp_avg_time_ms,error,experiment,ablation
tc2c40s5ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.753846471103934,6,100,120000,47940,72060,1524,2,1498.7336120605469,780,468,452,3311938.7297541713,56000,23.082001518108882,0.4121785985376586,,ablation_frvcp,baseline
tc2c40s5ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.753846471103934,6,100,120000,48734,71266,1476,0,73.88442492485046,780,468,452,3311938.7297541713,47170,18.56593520042952,0.3935962518640984,,ablation_frvcp,no_shaking
tc2c40s5ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,24.127501286403266,5,100,120000,26063,93937,1117,2,511.82934188842773,780,468,452,3311938.7297541713,49894,19.67339732439723,0.39430387069381545,,ablation_frvcp,no_candidate_filtering
tc2c40s5ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.806152216581747,6,100,120000,34218,85782,296,4,1028.5544970035553,780,468,452,3311938.7297541713,29517,10.520592902146745,0.35642487048638904,,ablation_frvcp,no_extended_operators
tc2c40s5ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.315105932186352,6,100,120000,36342,83658,560,2,48.4393470287323,780,468,452,3311938.7297541713,31126,11.049445757293142,0.35499086799759505,,ablation_frvcp,no_filter_no_extended
tc2c40s5ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,18.48467688837558,5,100,120000,48772,71228,1537,3,81.2711250782013,780,468,446,3378640.2684821608,50353,23.56919170706533,0.46807919502443407,,ablation_frvcp,baseline
tc2c40s5ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,18.507158624156865,5,100,120000,45084,74916,1379,0,1011.3322887420654,780,468,446,3378640.2684821608,46913,21.439100675459486,0.45699700883464045,,ablation_frvcp,no_shaking
tc2c40s5ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,18.248828464409062,5,100,120000,28375,91625,1094,1,902.3826978206635,780,468,446,3378640.2684821608,63368,30.229491627193056,0.4770466422672809,,ablation_frvcp,no_candidate_filtering
tc2c40s5ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,19.59761595034362,5,100,120000,32088,87912,594,3,43.21504998207092,780,468,446,3378640.2684821608,26813,11.600423447263893,0.4326417576274155,,ablation_frvcp,no_extended_operators
tc2c40s5ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,19.48886382106988,5,100,120000,21971,98029,290,3,45.043535232543945,780,468,446,3378640.2684821608,26781,11.318369705986697,0.42262685134934086,,ablation_frvcp,no_filter_no_extended
tc2c40s8cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.688897045412798,6,100,120000,47400,72600,1387,3,1009.6891877651215,780,468,454,3486860.657328052,50524,30.404149683658034,0.6017763772396888,,ablation_frvcp,baseline
tc2c40s8cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.688897045412798,6,100,120000,47723,72277,1136,0,1015.1214587688446,780,468,454,3486860.657328052,46621,27.793082809308544,0.5961494350037224,,ablation_frvcp,no_shaking
tc2c40s8cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.572421106045077,6,100,120000,35268,84732,1172,2,104.446368932724,780,468,454,3486860.657328052,53787,33.227911464869976,0.6177684471130567,,ablation_frvcp,no_candidate_filtering
tc2c40s8cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.683988779316888,6,100,120000,38816,81184,338,4,951.5749251842499,780,468,454,3486860.657328052,22252,12.188322660047561,0.5477405473686663,,ablation_frvcp,no_extended_operators
tc2c40s8cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.665500389626796,6,100,120000,33549,86451,182,4,47.5424690246582,780,468,454,3486860.657328052,24068,13.814339375996497,0.5739712222036105,,ablation_frvcp,no_filter_no_extended
tc2c40s8cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,18.623921339032044,5,100,120000,46906,73094,1347,2,129.96334218978882,780,468,448,3682374.6393832,74612,43.711980639607646,0.5858572433336146,,ablation_frvcp,baseline
tc2c40s8cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,18.623921339032044,5,100,120000,47112,72888,1387,0,1386.350328207016,780,468,448,3682374.6393832,65837,38.01800331729464,0.5774564958502764,,ablation_frvcp,no_shaking
tc2c40s8cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,18.979990270168006,5,100,120000,28468,91532,1230,2,2075.8623781204224,780,468,448,3682374.6393832,67521,39.546723349776585,0.5856951666855731,,ablation_frvcp,no_candidate_filtering
tc2c40s8cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,20.30907395463059,5,100,120000,32544,87456,723,3,1493.1457228660583,780,468,448,3682374.6393832,31483,16.866928725037724,0.5357471881662397,,ablation_frvcp,no_extended_operators
tc2c40s8cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,20.266880480618763,5,100,120000,24454,95546,195,4,55.127403020858765,780,468,448,3682374.6393832,30997,16.378328388847876,0.5283843077990733,,ablation_frvcp,no_filter_no_extended
tc2c40s8ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.20780422732852,5,100,120000,27098,92902,1256,3,1048.7190477848053,780,468,458,3386817.6463012635,58764,38.00603719177889,0.6467571504965436,,ablation_frvcp,baseline
tc2c40s8ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.20780422732852,5,100,120000,27272,92728,1117,0,1051.8139579296112,780,468,458,3386817.6463012635,53372,34.50463886623038,0.6464932711202575,,ablation_frvcp,no_shaking
tc2c40s8ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.154966695498977,6,100,120000,33609,86391,1073,3,582.3257472515106,780,468,458,3386817.6463012635,57134,38.37689096858958,0.6716997054046554,,ablation_frvcp,no_candidate_filtering
tc2c40s8ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.247501555359253,6,100,120000,38216,81784,481,4,52.186970710754395,780,468,458,3386817.6463012635,26770,16.281898802611977,0.6082143743971601,,ablation_frvcp,no_extended_operators
tc2c40s8ct2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.17616245611846,6,100,120000,31517,88483,301,3,965.7735018730164,780,468,458,3386817.6463012635,30772,19.235123161168303,0.6250852450659139,,ablation_frvcp,no_filter_no_extended
tc2c40s8ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,18.25053564320416,5,100,120000,41778,78222,1336,3,1080.9500141143799,780,468,444,3710872.4126128457,67623,56.50048584374599,0.8355217284614109,,ablation_frvcp,baseline
tc2c40s8ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,18.25053564320416,5,100,120000,42221,77779,1410,0,1148.2503869533539,780,468,444,3710872.4126128457,59596,49.46432171546621,0.8299939881110513,,ablation_frvcp,no_shaking
tc2c40s8ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,18.45912137602046,5,100,120000,32619,87381,1717,2,429.59015417099,780,468,444,3710872.4126128457,61131,50.08585904078791,0.8193201328423861,,ablation_frvcp,no_candidate_filtering
tc2c40s8ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,19.166036785402724,5,100,120000,29580,90420,159,4,953.2687292098999,780,468,444,3710872.4126128457,20974,16.817641854984686,0.8018328337458132,,ablation_frvcp,no_extended_operators
tc2c40s8ct3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,19.295303743176405,5,100,120000,23413,96587,356,3,56.17078518867493,780,468,444,3710872.4126128457,26307,21.216189157159533,0.8064845538130357,,ablation_frvcp,no_filter_no_extended
